ticker,total_assets,total_revenue,net_income,long_term_debt,stockholders_equity,operating_income,cash_and_equivalents,public_float,employee_count,debt_to_assets,profit_margin,return_on_equity,log_total_assets,log_total_revenue,log_long_term_debt,log_cash_and_equivalents,log_public_float,log_stockholders_equity,log_employee_count
ALLK,719618000.0,,-85372000.0,,183994000.0,-91418000.0,38367000.0,3236600000.0,,,,-0.46399339108883986,20.394231075014044,,,17.462708299147632,21.897789233356026,19.03041371178089,
ALLO,1227829000.0,0.0,-184594000.0,,703164000.0,-202008000.0,183351000.0,2254000000.0,,,,-0.262519127827932,20.92851340697518,0.0,,19.02691291197039,21.535972253007653,20.37110070990765,
ALNY,3407061000.0,219750000.0,-886116000.0,,1301965000.0,-939431000.0,547178000.0,19996896335.0,,,-4.032382252559727,-0.6805989408317428,21.949115880073116,19.208001099080185,,20.120284720613583,23.718842915258243,20.98714049941911,
AMD,8962000000.0,6731000000.0,341000000.0,330000000.0,2827000000.0,631000000.0,1466000000.0,103400000000.0,,0.03682213791564383,0.05066112019016491,0.12062256809338522,22.916259253421945,22.629989558123555,19.6146032154551,21.105803441093,25.36187079903041,21.762481916011595,
AME,10357483000.0,5158557000.0,861297000.0,2413725000.0,5115492000.0,1177380000.0,1212822000.0,30900000000.0,,0.23304165693537707,0.1669647151325458,0.168370315113385,23.06097509068832,22.363922726361267,21.60443703473985,20.916215713354067,24.154022020882472,22.35553941960303,
AMGN,62948000000.0,23362000000.0,7842000000.0,32986000000.0,12500000000.0,9674000000.0,6266000000.0,137531019585.0,,0.5240198258880345,0.3356733156407842,0.62736,24.865574825700914,23.87437660772272,24.21934906600269,22.558404029636,25.647115325598953,23.248994481334666,
AMP,165883000000.0,13103000000.0,1893000000.0,,5588000000.0,,,28400000000.0,,,0.14447073189345952,0.3387616320687187,25.834548557529995,23.29610704864518,,,24.069654982148784,22.44388727852008,
AMT,47233500000.0,7580300000.0,,43497500000.0,4093500000.0,2688400000.0,1501200000.0,122500000000.0,,0.9209035959647284,,,24.578369223571393,22.748818613785843,24.495969302148136,21.129530625891274,25.531376866939357,22.132666187025066,
AMZN,225248000000.0,280522000000.0,11588000000.0,33174000000.0,43549000000.0,14541000000.0,42122000000.0,1507362696975.0,,0.14727766728228442,0.04130870306072251,0.26609106982938757,26.14046785437657,26.359917990209695,24.225032273560405,24.463836006489444,28.041382681450134,24.49715257789174,
ANET,4738919000.0,2410706000.0,859867000.0,,2143389000.0,805774000.0,893219000.0,21908602716.0,,,0.35668679631609995,0.40117169585175627,22.27907488778326,21.603185488021563,,20.6103423506552,23.810145214763878,21.485654058663336,
ANSS,5940590000.0,1515892000.0,451295000.0,,2649547000.0,515040000.0,912672000.0,25434000000.0,,,0.2977092035580371,0.17032911663767428,22.505074292156063,21.13926988218303,,20.631887119904686,23.959352698584283,21.69765451931325,
AON,32114000000.0,11013000000.0,1532000000.0,9392000000.0,3495000000.0,2169000000.0,790000000.0,53867751208.0,,0.2924581179547861,0.13910832652319985,0.43834048640915596,24.192557909105044,23.12234223022002,22.963124100138625,20.487543504691164,24.70979782799306,21.974599212918307,
AOS,3058000000.0,2992700000.0,370000000.0,113200000.0,1666800000.0,529100000.0,573100000.0,,,0.03701765860039241,0.12363417649614061,0.22198224142068634,21.841026944780292,21.81944182724832,18.54466673256728,20.166570781266863,,21.234171458112524,
APD,25168500000.0,8918900000.0,1760000000.0,,12079800000.0,2144400000.0,5253000000.0,62100000000.0,,,0.19733375192007982,0.14569777645325255,23.948859049601868,22.911438457660463,,22.382065179108604,24.852011825901947,23.214800473107417,
APH,12327300000.0,8225400000.0,1155000000.0,,5384900000.0,1619200000.0,1702000000.0,36303000000.0,,,0.14041870304179735,0.2144886627421122,23.23508215212239,22.830492764755757,,21.255069867685137,24.315166219457982,22.406864577465907,
APTV,17522000000.0,14357000000.0,990000000.0,,7905000000.0,1276000000.0,2821000000.0,42398905595.0,,,0.06895591000905482,0.1252371916508539,23.586723071247654,23.387503465161622,,21.760357269320753,24.47038838743611,22.79076130773435,
ARE,22827878000.0,1531296000.0,363165000.0,8791866000.0,11725712000.0,,568532000.0,27500000000.0,,0.38513724315505804,0.23716185505610934,0.030971680013972713,23.851248345336398,21.14938027327546,22.897092812917027,20.158568159808095,24.0374518416553,23.185049874467047,
ATO,15359032000.0,2901848000.0,511406000.0,,4769951000.0,746058000.0,20808000.0,12737499573.0,,,0.17623459257686827,0.10721409926433206,23.454969541911815,21.788613612710684,,16.850848134169063,23.2678162020507,22.285601869466856,
ATVI,23109000000.0,6489000000.0,1503000000.0,3605000000.0,11392000000.0,1607000000.0,8647000000.0,73721746854.0,,0.15599982690726558,0.231622746185853,0.13193469101123595,23.863487989028624,22.59337427273955,22.005587607960717,22.88047827704035,25.023563665275756,23.15617719170381,
AVB,19199144000.0,2324626000.0,,7629814000.0,10751583000.0,1551891000.0,39687000.0,29036990171.0,,0.39740386342224426,,,23.678131531705034,21.56682500326146,22.755329304619302,17.496534261309794,24.091836377316696,23.098318836585975,
AVGO,75933000000.0,22597000000.0,,40994000000.0,,3444000000.0,4292000000.0,182800000000.0,,0.5398706754638958,,,25.05311720947929,23.841082991094893,24.43669155150274,22.180018661947855,25.93165849597193,,
AVY,6083900000.0,7070100000.0,303600000.0,2029200000.0,955100000.0,,232000000.0,17300000000.0,,0.3335360541757754,0.04294140111172402,0.3178724740864831,22.528911774817846,22.679140461167876,21.430907464149612,19.26224793394093,23.573972338507946,20.677326606051977,
AWK,22682000000.0,3587000000.0,621000000.0,,5864000000.0,1214000000.0,547000000.0,24667400000.0,,,0.17312517424031224,0.10590040927694407,23.844837495383636,22.00058203577534,,20.11995936221441,23.92874837081082,22.492097801701295,
AXP,198000000000.0,28159000000.0,6759000000.0,42952000000.0,22290000000.0,,,131100000000.0,,0.21692929292929292,0.24002983060478,0.3032301480484522,26.011532867645997,24.061132856277585,24.483349050089963,,25.599226227723694,23.82740398438905,
AZO,9895913000.0,11863743000.0,1617221000.0,,-1520355000.0,2216137000.0,217824000.0,24697255765.0,,,0.13631625364777372,-1.0637127512982165,23.015387680668123,23.19675277946043,,19.199197959820676,23.9299579718169,-21.142209697824747,
BA,152136000000.0,76559000000.0,-636000000.0,63380000000.0,-18316000000.0,-1975000000.0,9485000000.0,140400000000.0,,0.41660093600462744,-0.0083073185386434,0.034723738807599915,25.74804069460296,25.061327522367876,24.872414191224962,22.972977440438818,25.667761328545243,-23.631040831795858,
BAC,2819627000000.0,91244000000.0,27430000000.0,262934000000.0,265325000000.0,,,349925254902.0,,0.09325134140083068,0.3006225066853711,0.10338264392725902,28.667625722626997,25.236803073833464,26.295168887064275,,26.580985411203237,26.304221326598068,
BAX,20019000000.0,11362000000.0,1001000000.0,17754000000.0,8689000000.0,1772000000.0,3730000000.0,40000000000.0,,0.8868574853888805,0.08810068649885583,0.11520313039475198,23.719947659585944,23.15354029116936,23.599876679648865,22.03967407087023,24.41214529108535,22.88532369491857,
BBWI,11571000000.0,5405000000.0,-366000000.0,,-662000000.0,1040000000.0,3568000000.0,21200000000.0,,,-0.06771507863089732,0.552870090634441,23.171767804927036,22.410590288222597,,21.995271051944442,23.777267018671548,-20.310776115411855,
BBY,,,,,,,,,,,,,,,,,,,
BDX,54012000000.0,17290000000.0,1233000000.0,,23765000000.0,1760000000.0,2825000000.0,70616222365.0,,,0.0713128976286871,0.05188302124973701,24.712472081063723,23.57339413669945,,21.7617742018988,24.9805257336058,23.89147974705446,
BIIB,24618900000.0,14377900000.0,5888500000.0,7426200000.0,10700300000.0,7042600000.0,,51264577902.0,,0.30164629613833277,0.4095521599120873,0.5503116735044812,23.92678027762253,23.388958142483208,22.728280124872963,,24.66026586140539,23.093537615497866,
BIO,12972618000.0,2311700000.0,1758675000.0,,4020331000.0,229661000.0,660672000.0,,,,0.7607712938530086,0.43744532477549736,23.286106665406848,21.561249021984388,,20.30876805832101,,22.114630074744923,
BK,381508000000.0,16462000000.0,4441000000.0,25984000000.0,45801000000.0,,4830000000.0,44195604602.0,,0.06810866351426445,0.2697728101081278,0.09696294840724001,26.66739765730951,23.52432053155761,23.980746800964162,22.29811230481793,24.511891177714205,24.54757176191116,
BKNG,21874000000.0,15066000000.0,,,8785000000.0,5345000000.0,6312000000.0,89700000000.0,,,,,23.80856455390516,23.43570638641629,,22.565718420648412,25.21973660602231,22.896311558699303,
BMY,118481000000.0,26145000000.0,3439000000.0,50336000000.0,37822000000.0,,14546000000.0,148383155646.0,,0.424844489833813,0.1315356664754255,0.09092591613346729,25.498018447121854,23.98692380462475,24.641986363842143,23.40058187874751,25.723063654815515,24.35615678087793,
BR,3880700000.0,4362200000.0,482100000.0,1787500000.0,1094300000.0,652700000.0,476600000.0,17614247984.0,,0.4606127760455588,0.11051762871945349,0.44055560632367724,22.079281386938057,22.19624235443127,21.304083833091877,19.982188124727113,23.5919739560883,20.813380727302498,
BRO,7622821000.0,2392171000.0,398514000.0,2095906000.0,3000568000.0,,542174000.0,12475231637.0,,0.2749514910556079,0.16659093350767984,0.13281285409962382,22.7544123482391,21.595467159191976,21.463251755548413,20.111097542938545,23.24701104658796,21.82206744135983,
BSX,30777000000.0,10735000000.0,,,,1518000000.0,217000000.0,60600000000.0,,,,,24.150033494752588,23.09677526837031,,19.19540791611303,24.827560730038183,,
BWA,9702000000.0,10168000000.0,746000000.0,,6428000000.0,1303000000.0,1650000000.0,11600000000.0,,,0.07336742722265932,0.11605476042314873,22.995597886872506,23.042511370931912,,21.22404112546496,23.174270935144936,22.58392928497725,
BX,26269252000.0,7338270000.0,2049682000.0,7855601000.0,6652043000.0,,1999484000.0,66400000000.0,,0.29904167046705404,0.2793140617611508,0.3081281946012676,23.991664966732582,22.71636895710583,22.784492617630356,21.41615498471876,24.918962893443858,22.618189862627816,
BXP,22858190000.0,2960562000.0,521534000.0,3300000000.0,5996083000.0,,543359000.0,17851769904.0,,0.14436838612331074,0.17616047223466355,0.08697911619969237,23.852575314619312,21.808644952462966,21.917188305721876,20.11328080308544,23.60536849459833,22.51437225981944,
CARR,25093000000.0,18608000000.0,,,,2491000000.0,952000000.0,42100000000.0,,,,,23.945854759766345,23.64685743277646,,20.67407559380606,24.4633135776585,,
CAT,78324000000.0,53800000000.0,,,,8290000000.0,9352000000.0,118100000000.0,,,,,25.08411990640026,24.70853930413274,,22.95885606122311,25.494797560158194,,
CBRE,18039143000.0,23894091000.0,1282357000.0,,7078326000.0,1259875000.0,1896188000.0,27800000000.0,,,0.05366837349033282,0.18116670523510786,23.615809844964662,23.896897026863527,,21.363111392509115,24.048301857678975,22.680303276158845,
CCI,38768000000.0,5763000000.0,,20629000000.0,,1559000000.0,196000000.0,84000000000.0,,0.5321141147338011,,,24.380861001046377,22.474724009574462,23.749963689805757,19.093625222296833,25.15408263580163,,
CCL,45058000000.0,20825000000.0,2990000000.0,,24443000000.0,3276000000.0,9513000000.0,25200000000.0,,,0.14357743097238895,0.12232541013787178,24.531216385723557,23.759420025047337,,22.97592512127585,23.95010983150347,23.919609713348436,
CDAY,6701300000.0,824100000.0,78700000.0,,1615500000.0,72300000.0,188200000.0,13342100000.0,,,0.09549811916029607,0.04871556793562365,22.625567374521946,20.52980244094706,,19.05301579042905,23.314190286408763,21.20291034384783,
CDNS,3950785000.0,2336319000.0,988979000.0,,1288401000.0,491796000.0,533298000.0,38179000000.0,,,0.42330649196449627,0.7676018568753051,22.09718013054475,21.571842451236368,,20.094590927204532,24.36555146320378,20.976667752353645,
CDW,9344700000.0,18032400000.0,736800000.0,,975200000.0,1133600000.0,1410200000.0,24115000000.0,,,0.04085978571903906,0.7555373256767842,22.958075174716914,23.61543597683941,,21.066997375958334,23.906099890508813,20.698153137156766,
CE,10909000000.0,6297000000.0,852000000.0,3671000000.0,2507000000.0,834000000.0,955000000.0,16818745123.0,,0.33651113759281326,0.13530252501191042,0.33984842441164737,23.1128539736537,22.563339166611822,22.023729941733514,20.677221899492125,23.54575988252492,21.64235265652145,
CF,12023000000.0,4590000000.0,,3961000000.0,2922000000.0,1003000000.0,,11001041821.0,,0.3294518838892123,,,23.210087319022357,22.24714586123673,22.099762355838653,,23.121255816350878,21.79553415061715,
CHD,6657400000.0,4357700000.0,615900000.0,1812500000.0,2453800000.0,840200000.0,183100000.0,20200000000.0,,0.27225343227085647,0.14133602588521468,0.2509984513815307,22.61899485503636,22.195210232411878,21.31797294524483,19.025543015106237,23.728948441403077,21.620903680728887,
CHRW,4641060000.0,15309508000.0,576968000.0,1093301000.0,1595087000.0,789976000.0,243796000.0,12367912086.0,,0.23557139963715185,0.03768690672489279,0.3617156932505876,22.25820862558557,23.45173991030604,20.81246739798099,19.311842372087746,23.23837122066466,21.19019411777714,
CHTR,144206000000.0,45764000000.0,1668000000.0,82752000000.0,23805000000.0,6511000000.0,1001000000.0,90200000000.0,,0.5738457484431994,0.03644786294904292,0.07006931316950221,25.69450866981513,24.54676359280696,25.139114020107886,20.724265338278496,25.225295264026077,23.8931614796349,
CINF,27542000000.0,7924000000.0,1997000000.0,788000000.0,9864000000.0,,784000000.0,18398492958.0,,0.028610848885338755,0.25201918223119635,0.20245336577453366,24.038977949287652,22.793161965908915,20.48500864909119,20.47991957959019,23.635534593804827,23.012157602909834,
CMA,88129000000.0,749000000.0,,5728000000.0,,,4561000000.0,9400000000.0,,0.06499563140396464,,,25.202067487131014,20.434249542816605,22.468632266779338,22.240807734895224,22.963975526328753,,
CME,124659600000.0,4868000000.0,2116500000.0,,26319900000.0,2587800000.0,1551400000.0,76000000000.0,,,0.43477814297452755,0.08041443926458687,25.54885265960225,22.305949012277114,,21.162423586665625,25.0539991772459,23.993591144042206,
CMG,5982896000.0,5586369000.0,350158000.0,0.0,1441339000.0,443958000.0,607987000.0,35159000000.0,,0.0,0.0626807860347213,0.24293937789791298,22.51217056878638,22.44359536046882,0.0,20.225664059767677,24.28314646797667,21.0888383802862,
COST,45400000000.0,152703000000.0,3659000000.0,7657000000.0,18284000000.0,4737000000.0,6055000000.0,155810963274.0,,0.16865638766519825,0.023961546269555937,0.2001203237803544,24.53877794201574,25.751760695349983,22.758886099208,22.52415021411662,25.771909335526118,23.6292921974706,
CPRT,2547617000.0,2041957000.0,,400000000.0,,716475000.0,,22942885751.0,,0.1570094719889214,,,21.658424249778832,21.43717449917041,19.806975107572256,,23.85627373637683,,
CSCO,94853000000.0,51904000000.0,11621000000.0,14583000000.0,43204000000.0,14219000000.0,11809000000.0,189000000000.0,,0.15374316046935785,0.22389411220715166,0.2689797240996204,25.27559416172551,24.672661695458626,23.40312230374641,23.192127789650236,25.965012852011345,24.489198920525784,
CSX,39793000000.0,11937000000.0,3331000000.0,,,4965000000.0,3129000000.0,72000000000.0,,,0.2790483371031247,,24.406956854396352,23.202908657143084,,21.863979301952746,24.999931955976354,,
CTAS,7436662000.0,6892303000.0,884981000.0,2539705000.0,3016526000.0,1133534000.0,145402000.0,37301430580.0,,0.3415114200430247,0.128401348576811,0.29337754754973105,22.729687929335725,22.653671118807047,21.655313769893347,18.79501288500476,24.342297516238727,21.827371675400183,
CTSH,16923000000.0,16783000000.0,1842000000.0,,11424000000.0,2453000000.0,2680000000.0,36400000000.0,,,0.1097539176547697,0.16123949579831934,23.55193948043145,23.543632306332036,,21.70908263184231,24.31783461161658,23.158982242631176,
CTXS,4890347000.0,3010564000.0,681813000.0,1732622000.0,551519000.0,536118000.0,752895000.0,14547658160.0,,0.35429428627457316,0.2264735112756281,1.2362457141095773,22.31052909926525,21.825393273902062,21.272901705596645,20.43943633513833,23.400695866475868,20.128186849373485,
CZR,36385000000.0,2528000000.0,81000000.0,14323000000.0,5016000000.0,410000000.0,206000000.0,21100000000.0,,0.39365122990243234,0.032041139240506326,0.016148325358851676,24.317422438772944,21.65069431362659,23.385132473813957,19.143386731608224,23.772538877475824,22.335898640476394,
DFS,112889000000.0,11993000000.0,2957000000.0,,11130000000.0,,6924000000.0,35541332579.0,,,0.24656049362127908,0.2656783468104223,25.449670872008962,23.207588983279376,,22.6582594744048,24.293962154186644,23.13291000232371,
DG,25862624000.0,27753973000.0,1712555000.0,4130975000.0,6417393000.0,2302304000.0,1376577000.0,54200000000.0,,0.15972760536595204,0.061704859336715503,0.26686148097833495,23.976064674632003,24.046644838098043,22.14177929378136,21.04286582068451,24.715946745410463,22.582277797567066,
DGX,14026000000.0,7726000000.0,858000000.0,4015000000.0,6759000000.0,1231000000.0,1158000000.0,16100000000.0,,0.2862540995294453,0.11105358529640176,0.12694185530403906,23.364178587132425,22.767857101319933,22.1133031845942,20.869960216960774,23.50208510899894,22.63414078721258,
DHI,18912300000.0,17592900000.0,1618500000.0,,11840000000.0,,3018500000.0,32000000000.0,,,0.09199733983595655,0.13669763513513514,23.66307834104132,23.590761248565112,,21.828025856532044,24.18900173977739,23.19474946648673,
DIS,201549000000.0,69607000000.0,11054000000.0,58628000000.0,83583000000.0,14847000000.0,5418000000.0,343000000000.0,,0.2908870795687401,0.15880586722599738,0.13225177368603663,26.029298364954236,24.9661309739565,24.794478235128523,22.412992580793883,26.560996284115266,25.149105987088465,
DISH,38239947000.0,12807684000.0,,,13780155000.0,1878876000.0,3370092000.0,10400000000.0,,,,,24.36714653917154,23.27331114033459,,21.938205880938042,23.065071643189892,23.346495350727007,
DLTR,20696000000.0,23610800000.0,827000000.0,,5642900000.0,1262200000.0,1416700000.0,22404353447.0,,,0.03502634387653108,0.14655584894291943,23.75320628187846,23.88497007145962,,21.071596061055445,23.832521127280963,22.453663954883254,
DOV,9152074000.0,7136397000.0,677918000.0,3108829000.0,,974894000.0,,21609554242.0,,0.33968573680676095,0.09499443486678222,,22.937246357324764,22.688473864224836,21.857511965223814,,23.796401379904008,,
DOW,61470000000.0,42951000000.0,,16951000000.0,13541000000.0,,2367000000.0,47100000000.0,,0.2757605335936229,,,24.841815087881596,24.483325768015995,23.553592666141753,21.584889167900734,24.575538837990013,23.32898795702095,
DRE,9111394000.0,973759000.0,,3385051000.0,5162972000.0,524761000.0,6309000.0,18010000000.0,,0.3715184526099958,,,22.93279155528268,20.696674398752208,21.942634809962286,15.657487901856658,23.6141929961898,22.36477821981934,
DRI,9946100000.0,8510400000.0,713400000.0,928800000.0,2194800000.0,832500000.0,763300000.0,14279051000.0,,0.09338333618202109,0.08382684715172024,0.32504100601421543,23.020446351582137,22.86455478206983,20.649403989424613,20.453161698078798,23.382059335136912,21.509356763604718,
DUK,158838000000.0,24348000000.0,3748000000.0,59863000000.0,47964000000.0,5709000000.0,259000000.0,75871309901.0,,0.37688084715244463,0.15393461475275177,0.07814193978817446,25.79115065184966,23.91571554761916,24.815324455071384,19.372338623524815,25.05230445123237,24.593716566484446,
DVA,16988516000.0,11388479000.0,810981000.0,,1383566000.0,1643317000.0,324958000.0,12700000000.0,,,0.07121065069356496,0.5861527386478129,23.555803423376922,23.155868067384898,,19.599206504251086,23.264867830489695,21.047930061871945,
DXC,26006000000.0,20753000000.0,1257000000.0,,4785000000.0,3269000000.0,3679000000.0,4531553903.0,,,0.0605695562087409,0.2626959247648903,23.981593117613993,23.75595665153412,,22.02590681334086,22.234330742787236,22.288751862060316,
DXCM,4290500000.0,1476000000.0,101100000.0,,663300000.0,142300000.0,446200000.0,41100000000.0,,,0.0684959349593496,0.1524197195838987,22.179669113444522,21.112601563802198,,19.916277842203854,24.43927395847293,20.312737936003398,
EBAY,19310000000.0,7429000000.0,1786000000.0,7740000000.0,2870000000.0,1770000000.0,1101000000.0,46329747291.0,,0.40082858622475404,0.24040920716112532,0.6222996515679442,23.68388893343862,22.72865709725069,22.769667524677246,20.819484695595218,24.559050081838183,21.777577867066373,
ECL,18126000000.0,12562000000.0,,,6166500000.0,1845200000.0,1260200000.0,58664362024.0,,,,,23.620613208634172,23.253942221058207,,20.954536276265753,24.795098258880056,22.542397253132485,
ETN,32805000000.0,21390000000.0,2211000000.0,8057000000.0,14930000000.0,,438000000.0,59100000000.0,,0.24560280445054108,0.10336605890603086,0.1480910917615539,24.213846779773736,23.786189360087477,22.809807115865585,19.897729470623826,24.802496761375384,23.42663844856449,
GLW,28898000000.0,11503000000.0,960000000.0,,13257000000.0,1306000000.0,,35000000000.0,,,0.08345648961140573,0.07241457343290338,24.087038225552437,23.165873707947217,,,24.278613898464396,23.307791551838555,
GM,228037000000.0,137237000000.0,6732000000.0,,45030000000.0,5481000000.0,19992000000.0,85800000000.0,,,0.049053826591954064,0.14950033311125915,26.152773733440903,25.64497519518885,,23.718598030529083,25.175284843451983,24.5305947712821,
GOOGL,319616000000.0,161857000000.0,34343000000.0,15440000000.0,177628000000.0,34231000000.0,26465000000.0,1451100000000.0,,0.048307969563476175,0.2121811228430034,0.1933422658589862,26.490386112166792,25.80997906631236,23.460227381607808,23.999088942294147,28.003343005444147,25.902957312741105,
GS,1163028000000.0,36546000000.0,8466000000.0,,90265000000.0,,130547000000.0,127400000000.0,,,0.23165325890658348,0.09379050573311914,27.782048064842503,24.321837578056176,,25.59499915213391,25.570597580092322,25.22601562534611,
HD,70581000000.0,110225000000.0,11242000000.0,36400000000.0,-3116000000.0,15843000000.0,7895000000.0,346500000000.0,,0.5157195279182782,0.10199138126559311,-3.6078305519897302,24.98002682342697,25.425789568199484,24.31783461161658,22.78949548478068,26.571148655579254,-21.859815965275835,
HSY,9131845000.0,7986252000.0,1149692000.0,,2234352000.0,1595952000.0,,25257103284.0,,,0.14395889335823614,0.514552765186506,22.935033592298648,22.800987400436437,,,23.95237327132305,21.52721709053493,
JNJ,174894000000.0,82059000000.0,15119000000.0,34434000000.0,,,13985000000.0,445000000000.0,,0.1968849703248825,0.1842454819093579,,25.88744591307092,25.13070433769317,24.262310285329733,23.361251163671838,26.821340119114897,,
JPM,2686477000000.0,115720000000.0,36431000000.0,,261330000000.0,,,461141177226.0,,,0.3148202557898375,0.13940611487391422,28.619251785753868,25.474439317062988,,,26.85697007433409,26.289049813449147,
KMX,21082182000.0,18173100000.0,842413000.0,14944055000.0,,,46938000.0,17553869713.0,,0.7088476420514727,0.046354942194782395,,23.771694065746605,23.623208315754216,23.427579398899894,17.66433816119997,23.588540259076716,,
KO,87296000000.0,37266000000.0,8920000000.0,40610000000.0,19299000000.0,10086000000.0,6480000000.0,232023179143.0,,0.46519886363636365,0.23936027478130198,0.46220011399554384,25.19257047973881,24.341347219778466,24.427280178669243,22.591986347464914,26.17010311372549,23.683319118095202,
LDOS,12511000000.0,11094000000.0,667000000.0,,3862000000.0,912000000.0,668000000.0,14463896796.0,,,0.060122588786731566,0.1727084412221647,23.249874094361605,23.12967025866959,,20.319798732997924,23.394921505407613,22.07445102121167,
LEG,4855400000.0,4813000000.0,314000000.0,,1424600000.0,,348900000.0,6768211000.0,,,0.06523997506752545,0.2204127474378773,22.303357324791236,22.294586427475153,,19.670295909023153,22.63550263503505,21.07715691021048,
LIN,88229000000.0,28228000000.0,2285000000.0,12903000000.0,47317000000.0,2933000000.0,3754000000.0,149000000000.0,,0.14624443210282334,0.08094799489868217,0.04829131179068834,25.203201544114155,24.063580230120422,23.28072567949362,22.04608777537711,25.727212142898583,24.580135475927662,
LKQ,12779956000.0,12506109000.0,541260000.0,,5655718000.0,896643000.0,,14500000000.0,,,0.043279648370248495,0.09570137690740592,23.27114384308862,23.249483081949904,,,23.397414486441907,22.45593290591723,
LNT,16701000000.0,3648000000.0,567000000.0,,5688000000.0,778000000.0,54000000.0,13900000000.0,,,0.15542763157894737,0.09968354430379747,23.538734434875767,22.01744490943262,,17.804494623047066,23.355154677155,22.46162452962316,
LOW,46735000000.0,72148000000.0,4281000000.0,24285000000.0,1437000000.0,6314000000.0,4690000000.0,134800000000.0,,0.5196319674761956,0.059336364140378114,2.979123173277662,24.567759185602355,25.001985401768223,23.913124712785297,22.26869841961782,25.627058035432036,21.085823444739194,
LRCX,14559047000.0,9653559000.0,2191430000.0,5795478000.0,6501851000.0,2464732000.0,3658219000.0,53314078151.0,,0.3980671262342927,0.22700746947317565,0.33704709628073604,23.401478424344774,22.99059249269799,22.48034379540976,22.020242254177134,24.69946626367343,22.595352742693514,
LUMN,59394000000.0,21458000000.0,-5269000000.0,,13470000000.0,-2726000000.0,1690000000.0,14900000000.0,,,-0.2455494454282785,-0.39116555308092055,24.807459048128973,23.789363373207568,,21.247994366473108,23.42462704996494,23.323730827442922,
LYV,10589303000.0,11547969000.0,69889000.0,,-471772000.0,324844000.0,2537787000.0,12700000000.0,,,0.006052059890358209,-0.1481414751193373,23.08311017767983,23.169775414382567,,21.654558278760923,23.264867830489695,-19.972006378115395,
MAR,24701000000.0,20972000000.0,1273000000.0,143000000.0,2225000000.0,1800000000.0,877000000.0,37430276528.0,,0.005789239302052549,0.06069998092695022,0.5721348314606741,23.93010956563126,23.76645405170438,18.778355195217188,20.592017551476708,24.345745746732867,21.523022753014054,
MAS,5027000000.0,6707000000.0,935000000.0,2795000000.0,195000000.0,1088000000.0,1326000000.0,14501171300.0,,0.5559976128903918,0.13940659012971524,4.794871794871795,22.338089221855775,22.62641759421311,21.751097943911255,21.00543272946423,23.397495262489773,19.088510121656228,
MCHP,17426100000.0,5349500000.0,355900000.0,9482200000.0,3279800000.0,714300000.0,401000000.0,26200000000.0,,0.5441378162641096,0.0665295822039443,0.10851271418988963,23.581234919348017,22.40026893572987,22.97268219390585,19.80947198776461,23.98902524775163,21.911048282178516,
MCK,61247000000.0,214319000000.0,34000000.0,7387000000.0,5092000000.0,886000000.0,2981000000.0,23900000000.0,,0.12060998906068869,0.00015864202427222972,0.006677140612725845,24.838180705596198,26.090731396256427,22.722987535628384,21.815524651977803,23.897144295925717,22.350936517837958,
MCO,12409000000.0,4829000000.0,1422000000.0,6422000000.0,1569000000.0,1998000000.0,2597000000.0,68000000000.0,,0.5175276009348054,0.29447090494926487,0.9063097514340345,23.24168785281948,22.297905244044898,22.582995432769447,21.677622770012082,24.942773542137225,21.173704311334657,
MDLZ,64515000000.0,25868000000.0,3929000000.0,,27578000000.0,3843000000.0,,85800000000.0,,,0.15188650069584042,0.14246863441873958,24.890163591865722,23.976272520569417,,,25.175284843451983,24.04028419040222,
MDT,90689000000.0,30557000000.0,4631000000.0,,50737000000.0,6268000000.0,4140000000.0,135300000000.0,,,0.1515528356841313,0.09127461221593709,25.230701907782077,24.142859628919442,,22.14396162502518,25.630760372130545,24.64992126443858,
MET,795146000000.0,69620000000.0,5899000000.0,,74558000000.0,,19795000000.0,51500000000.0,,,0.08473139902326918,0.07911961157756378,27.40179158253955,24.96631771934407,,23.70869521755502,24.66484764463552,25.034843182943053,
META,159316000000.0,70697000000.0,18485000000.0,,84127000000.0,23986000000.0,19079000000.0,857000000000.0,,,0.2614679547929898,0.2197273170325817,25.794155488247462,24.981668976148075,,23.671854090744,27.47670375554536,25.155593398786205,
MGM,36494934000.0,12899672000.0,2049146000.0,12376684000.0,6504726000.0,3940215000.0,5101637000.0,17500000000.0,,0.3391343028596791,0.15885256617377558,0.31502418395486603,24.32043929340886,23.280467721711716,23.23908021703189,22.35282730576168,23.585466717933024,22.59579482673244,
MHK,13386680000.0,9970672000.0,744211000.0,2333402000.0,8534316000.0,827224000.0,768625000.0,10870920591.0,,0.17430774471340169,0.07464000420433047,0.08720218468591977,23.317526019751917,23.022913820955644,21.57059312590059,20.46011376353893,23.1093572255698,22.86736104950102,
MKC,10362100000.0,5347400000.0,702700000.0,4017700000.0,3926100000.0,957700000.0,96600000.0,23764539252.0,,0.38773028633192114,0.13140965702958446,0.17898168666106315,23.061420756035538,22.399876298605733,22.11397543678861,18.386089309534714,23.891460359195577,22.090912403948526,
MKTX,1331429000.0,511352000.0,204902000.0,,607878000.0,250882000.0,460858000.0,15300000000.0,,,0.40070636274034327,0.33707750568370626,21.00951863922803,20.052568758379657,,19.94860052965066,23.45111866541016,20.225484763546284,
